ID;Edad;Ingresos_Anuales;Historial_Crediticio;Monto_del_Prestamo;Plazo_del_Prestamo;Tasa_de_Interes;Deuda_Existente;Numero_de_Dependientes;Estado_Laboral;Proposito_del_Prestamo;Estado_Civil;Nivel_de_Educacion;Score_de_Riesgo_Interno;Resultado_del_Riesgo;Periodo
9154;36;$99,910.00;Malo;$41,790.00;34;6.2%;$43,022.00;1;Autónomo;Otros;Soltero;Universidad;509;1;2022-02
9155;24;$25,774.00;Bueno;$27,826.00;13;11.6%;$35,956.00;4;Desempleado;Vivienda;Divorciado;Doctorado;675;0;2022-11
9156;57;$63,396.00;Bueno;$22,536.00;16;14.3%;$43,615.00;3;Desempleado;Vivienda;Casado;Universidad;589;1;2022-08
9157;54;$89,481.00;Regular;$32,637.00;28;6.0%;$13,492.00;4;Desempleado;Otros;Divorciado;Preparatoria;736;1;2022-07
9158;53;$82,180.00;Regular;$14,409.00;8;13.8%;$16,258.00;1;Empleado;Otros;Casado;Maestría;559;0;2022-09
9159;21;$66,352.00;Regular;$44,835.00;11;14.5%;$45,353.00;2;Desempleado;Vivienda;Casado;Universidad;711;0;2022-03
9160;47;$70,118.00;Bueno;$31,458.00;30;11.0%;$24,269.00;3;Desempleado;Vivienda;Divorciado;Preparatoria;713;1;2022-08
9161;46;$33,334.00;Bueno;$21,624.00;13;15.0%;$41,617.00;2;Autónomo;Auto;Soltero;Doctorado;684;1;2022-05
9162;50;$20,920.00;Bueno;$11,986.00;36;8.4%;$22,937.00;4;Autónomo;Emergencia;Divorciado;Preparatoria;708;0;2022-12
9163;37;$82,399.00;Bueno;$25,675.00;14;14.1%;$4,275.00;5;Desempleado;Vivienda;Casado;Maestría;649;1;2022-01
9164;63;$70,313.00;Bueno;$15,250.00;20;7.4%;$32,796.00;3;Desempleado;Emergencia;Soltero;Doctorado;771;0;2022-07
9165;37;$65,889.00;Malo;$2,484.00;13;7.3%;$16,703.00;4;Desempleado;Educación;Casado;Universidad;776;1;2022-12
9166;18;$43,033.00;Bueno;$39,884.00;25;13.7%;$47,119.00;4;Desempleado;Otros;Soltero;Maestría;728;0;2022-08
9167;43;$92,586.00;Regular;$10,853.00;23;10.0%;$358.00;0;Empleado;Emergencia;Soltero;Doctorado;809;1;2022-08
9168;46;$53,897.00;Regular;$15,687.00;13;11.8%;$22,040.00;5;Autónomo;Emergencia;Casado;Universidad;591;0;2022-03
9169;32;$64,451.00;Bueno;$25,576.00;12;12.2%;$3,540.00;2;Desempleado;Educación;Casado;Preparatoria;795;0;2022-09
9170;46;$67,060.00;Regular;$26,505.00;36;9.7%;$2,432.00;2;Empleado;Otros;Casado;Preparatoria;806;0;2022-04
9171;36;$41,630.00;Bueno;$29,737.00;6;10.5%;$36,706.00;1;Empleado;Vivienda;Soltero;Maestría;584;1;2023-01
9172;42;$30,628.00;Malo;$30,636.00;7;5.7%;$9,187.00;2;Desempleado;Educación;Divorciado;Universidad;600;0;2022-07
9173;45;$31,700.00;Bueno;$46,088.00;18;12.2%;$32,374.00;4;Autónomo;Educación;Divorciado;Universidad;700;0;2022-09
9174;40;$30,425.00;Regular;$38,688.00;24;9.1%;$21,725.00;4;Empleado;Otros;Casado;Universidad;509;1;2022-01
9175;47;$48,539.00;Bueno;$8,364.00;17;7.9%;$30,873.00;5;Desempleado;Educación;Casado;Maestría;839;1;2022-10
9176;49;$43,384.00;Bueno;$38,361.00;9;10.0%;$18,741.00;1;Desempleado;Vivienda;Divorciado;Maestría;507;1;2022-12
9177;57;$55,614.00;Malo;$45,997.00;28;13.0%;$46,628.00;4;Desempleado;Emergencia;Divorciado;Preparatoria;769;1;2022-09
9178;37;$43,157.00;Regular;$10,678.00;15;12.4%;$22,372.00;0;Empleado;Emergencia;Casado;Maestría;710;0;2022-06
9179;34;$64,572.00;Bueno;$19,179.00;33;12.0%;$39,673.00;0;Desempleado;Auto;Casado;Doctorado;534;1;2022-11
9180;36;$28,674.00;Malo;$39,662.00;10;5.6%;$6,461.00;2;Desempleado;Emergencia;Divorciado;Universidad;577;1;2022-10
9181;59;$43,974.00;Bueno;$38,757.00;34;13.6%;$5,948.00;4;Desempleado;Auto;Divorciado;Preparatoria;563;0;2022-03
9182;28;$24,833.00;Bueno;$40,359.00;36;13.9%;$13,988.00;5;Desempleado;Educación;Divorciado;Universidad;654;1;2022-02
9183;44;$33,188.00;Regular;$7,113.00;31;10.3%;$40,625.00;3;Empleado;Vivienda;Soltero;Universidad;747;1;2022-03
9184;47;$27,630.00;Malo;$18,967.00;9;8.8%;$44,361.00;2;Autónomo;Auto;Casado;Maestría;746;0;2022-09
9185;23;$26,475.00;Malo;$33,439.00;7;10.1%;$14,693.00;5;Autónomo;Vivienda;Soltero;Maestría;814;1;2022-03
9186;58;$82,990.00;Regular;$35,829.00;22;12.8%;$31,614.00;4;Autónomo;Educación;Divorciado;Preparatoria;598;1;2022-11
9187;41;$46,224.00;Malo;$18,184.00;33;9.2%;$19,909.00;1;Autónomo;Educación;Divorciado;Preparatoria;840;1;2022-05
9188;65;$32,639.00;Malo;$23,054.00;16;14.3%;$27,566.00;4;Empleado;Emergencia;Divorciado;Universidad;539;1;2022-03
9189;19;$94,527.00;Bueno;$30,898.00;13;7.7%;$4,528.00;1;Desempleado;Vivienda;Casado;Maestría;831;0;2022-07
9190;53;$77,165.00;Malo;$31,109.00;26;12.1%;$27,418.00;3;Desempleado;Auto;Divorciado;Doctorado;582;1;2022-01
9191;24;$57,239.00;Malo;$7,122.00;19;9.1%;$19,256.00;5;Desempleado;Vivienda;Casado;Universidad;720;1;2022-01
9192;42;$93,711.00;Malo;$13,053.00;17;11.0%;$15,563.00;3;Empleado;Emergencia;Casado;Doctorado;711;0;2022-12
9193;63;$32,792.00;Regular;$46,488.00;31;10.5%;$43,939.00;4;Autónomo;Vivienda;Soltero;Preparatoria;705;0;2022-06
9194;44;$39,235.00;Bueno;$34,104.00;24;8.3%;$25,853.00;4;Autónomo;Emergencia;Soltero;Preparatoria;730;1;2022-04
9195;34;$56,553.00;Regular;$19,976.00;36;12.8%;$17,046.00;5;Empleado;Educación;Divorciado;Doctorado;537;0;2022-01
9196;41;$22,030.00;Regular;$47,949.00;14;13.3%;$20,248.00;0;Desempleado;Auto;Divorciado;Universidad;646;1;2022-09
9197;24;$33,215.00;Bueno;$3,430.00;16;9.9%;$43,979.00;2;Autónomo;Auto;Casado;Maestría;716;1;2022-07
9198;39;$72,912.00;Bueno;$47,215.00;35;13.3%;$29,775.00;2;Autónomo;Educación;Casado;Preparatoria;773;0;2022-08
9199;41;$26,859.00;Bueno;$13,111.00;12;14.5%;$46,269.00;4;Desempleado;Emergencia;Divorciado;Doctorado;733;0;2022-12
9200;63;$20,461.00;Bueno;$26,942.00;28;11.4%;$35,678.00;3;Empleado;Emergencia;Soltero;Doctorado;751;1;2022-04
9201;64;$24,291.00;Regular;$24,811.00;18;14.4%;$22,847.00;2;Desempleado;Auto;Casado;Doctorado;781;0;2022-09
9202;46;$99,043.00;Regular;$46,963.00;23;12.7%;$28,474.00;2;Autónomo;Educación;Divorciado;Universidad;522;0;2022-04
9203;50;$30,474.00;Bueno;$48,585.00;28;12.7%;$12,084.00;4;Desempleado;Educación;Divorciado;Preparatoria;532;1;2022-11
9204;41;$84,824.00;Regular;$26,895.00;35;7.5%;$33,552.00;1;Autónomo;Otros;Soltero;Universidad;555;0;2022-01
9205;48;$25,994.00;Bueno;$21,278.00;7;7.8%;$42,613.00;3;Autónomo;Educación;Casado;Preparatoria;687;0;2022-09
9206;28;$53,849.00;Regular;$30,448.00;7;9.9%;$14,500.00;5;Desempleado;Emergencia;Casado;Universidad;558;0;2022-07
9207;40;$97,983.00;Malo;$23,808.00;16;8.0%;$29,812.00;1;Autónomo;Educación;Divorciado;Universidad;531;1;2022-01
9208;39;$63,058.00;Regular;$49,787.00;21;14.4%;$29,910.00;1;Autónomo;Educación;Soltero;Universidad;709;1;2022-06
9209;25;$83,482.00;Bueno;$47,420.00;8;6.4%;$47,080.00;4;Autónomo;Educación;Soltero;Maestría;670;0;2022-09
9210;42;$23,254.00;Malo;$28,796.00;17;7.0%;$17,509.00;1;Empleado;Auto;Casado;Universidad;643;0;2022-08
9211;38;$64,196.00;Malo;$19,719.00;21;13.9%;$18,779.00;4;Empleado;Auto;Divorciado;Preparatoria;769;1;2022-06
9212;30;$84,722.00;Bueno;$43,981.00;17;13.8%;$26,411.00;3;Desempleado;Auto;Casado;Universidad;574;1;2022-11
9213;60;$95,398.00;Bueno;$35,036.00;36;5.1%;$29,550.00;5;Autónomo;Otros;Casado;Universidad;501;1;2022-09
9214;51;$50,219.00;Malo;$4,252.00;15;6.7%;$6,001.00;1;Empleado;Vivienda;Casado;Universidad;501;0;2022-04
9215;32;$85,291.00;Bueno;$35,918.00;8;6.2%;$41,154.00;5;Desempleado;Vivienda;Casado;Preparatoria;756;1;2022-01
9216;64;$52,500.00;Regular;$34,603.00;24;8.3%;$3,119.00;1;Desempleado;Auto;Soltero;Doctorado;531;0;2022-09
9217;37;$59,356.00;Malo;$1,385.00;32;7.4%;$12,202.00;1;Autónomo;Auto;Casado;Doctorado;849;0;2022-01
9218;22;$28,982.00;Malo;$25,075.00;36;8.5%;$3,506.00;1;Autónomo;Auto;Divorciado;Preparatoria;534;0;2022-04
9219;40;$80,030.00;Bueno;$39,664.00;12;8.4%;$34,388.00;4;Empleado;Emergencia;Divorciado;Preparatoria;610;1;2022-08
9220;31;$85,910.00;Malo;$49,435.00;8;9.3%;$46,891.00;5;Desempleado;Educación;Casado;Universidad;694;0;2022-07
9221;34;$99,654.00;Malo;$23,184.00;22;7.2%;$26,284.00;2;Empleado;Vivienda;Casado;Preparatoria;788;0;2022-10
9222;63;$81,285.00;Regular;$9,324.00;28;9.7%;$32,172.00;0;Empleado;Emergencia;Casado;Maestría;688;1;2022-06
9223;36;$48,045.00;Malo;$29,737.00;12;6.3%;$15,532.00;2;Empleado;Auto;Casado;Maestría;506;0;2022-08
9224;55;$81,796.00;Regular;$26,559.00;7;12.0%;$2,545.00;1;Empleado;Auto;Soltero;Doctorado;672;1;2022-10
9225;57;$25,372.00;Bueno;$34,557.00;20;7.0%;$498.00;1;Empleado;Vivienda;Casado;Maestría;642;1;2022-08
9226;26;$66,554.00;Malo;$6,567.00;26;10.7%;$16,729.00;0;Empleado;Educación;Divorciado;Preparatoria;599;0;2022-05
9227;25;$44,121.00;Bueno;$11,125.00;24;8.0%;$38,623.00;1;Desempleado;Educación;Divorciado;Maestría;798;0;2022-12
9228;35;$98,105.00;Regular;$17,302.00;24;10.7%;$25,827.00;5;Empleado;Educación;Casado;Preparatoria;562;0;2022-04
9229;53;$24,069.00;Malo;$17,691.00;11;13.0%;$46,116.00;5;Empleado;Otros;Soltero;Preparatoria;576;1;2022-08
9230;40;$61,191.00;Bueno;$11,794.00;7;5.3%;$6,182.00;5;Desempleado;Vivienda;Soltero;Preparatoria;694;0;2022-07
9231;39;$84,822.00;Bueno;$29,041.00;22;13.8%;$37,418.00;4;Autónomo;Vivienda;Casado;Universidad;508;0;2022-08
9232;19;$94,288.00;Malo;$29,060.00;29;9.8%;$13,652.00;4;Empleado;Auto;Casado;Preparatoria;621;0;2022-07
9233;52;$55,065.00;Regular;$24,823.00;17;7.9%;$10,963.00;0;Empleado;Auto;Casado;Universidad;633;1;2022-07
9234;26;$68,484.00;Malo;$37,050.00;34;8.9%;$2,066.00;4;Desempleado;Educación;Soltero;Maestría;655;1;2022-03
9235;49;$46,852.00;Regular;$45,143.00;26;14.8%;$41,618.00;2;Desempleado;Auto;Soltero;Preparatoria;725;0;2022-07
9236;21;$89,933.00;Bueno;$45,520.00;16;14.2%;$12,485.00;2;Desempleado;Emergencia;Casado;Doctorado;772;1;2022-02
9237;18;$47,558.00;Regular;$9,877.00;24;12.0%;$27,759.00;5;Desempleado;Emergencia;Casado;Doctorado;803;1;2022-08
9238;59;$31,432.00;Malo;$41,697.00;26;6.9%;$20,278.00;5;Empleado;Otros;Casado;Doctorado;761;1;2022-08
9239;54;$60,270.00;Bueno;$32,080.00;7;10.5%;$34,058.00;1;Autónomo;Educación;Soltero;Universidad;764;0;2022-12
9240;32;$74,740.00;Bueno;$47,325.00;17;5.2%;$4,721.00;3;Autónomo;Auto;Casado;Universidad;676;1;2022-04
9241;60;$65,952.00;Bueno;$13,263.00;13;11.3%;$44,582.00;0;Empleado;Emergencia;Casado;Universidad;741;0;2022-01
9242;40;$56,883.00;Bueno;$46,138.00;29;6.4%;$4,686.00;4;Autónomo;Educación;Divorciado;Preparatoria;801;0;2022-03
9243;49;$89,867.00;Bueno;$4,412.00;21;7.4%;$26,284.00;4;Desempleado;Vivienda;Casado;Doctorado;660;1;2022-01
9244;22;$33,687.00;Regular;$31,451.00;9;10.7%;$9,455.00;3;Empleado;Otros;Soltero;Doctorado;606;1;2022-01
9245;29;$81,622.00;Bueno;$38,428.00;9;11.8%;$26,841.00;3;Autónomo;Otros;Soltero;Preparatoria;643;1;2022-04
9246;59;$21,069.00;Bueno;$36,228.00;20;13.8%;$6,898.00;0;Empleado;Otros;Divorciado;Doctorado;623;0;2022-10
9247;19;$67,796.00;Malo;$7,207.00;36;14.7%;$44,934.00;2;Empleado;Otros;Soltero;Doctorado;604;1;2022-07
9248;51;$26,695.00;Malo;$1,651.00;18;8.2%;$18,457.00;3;Empleado;Vivienda;Divorciado;Universidad;730;0;2022-12
9249;35;$48,858.00;Bueno;$35,339.00;26;8.3%;$46,828.00;2;Autónomo;Otros;Casado;Maestría;547;1;2022-02
9250;32;$55,816.00;Malo;$49,814.00;34;11.9%;$9,831.00;2;Empleado;Auto;Soltero;Universidad;831;1;2022-08
9251;57;$47,232.00;Regular;$21,933.00;14;5.5%;$22,430.00;4;Autónomo;Otros;Divorciado;Maestría;532;1;2022-06
9252;25;$55,412.00;Bueno;$45,071.00;15;10.1%;$45,613.00;1;Autónomo;Educación;Soltero;Doctorado;794;1;2022-01
9253;53;$66,463.00;Regular;$16,205.00;27;11.0%;$18,038.00;3;Autónomo;Vivienda;Casado;Maestría;587;1;2022-07
9254;54;$55,678.00;Regular;$19,698.00;29;13.9%;$32,793.00;5;Empleado;Emergencia;Soltero;Universidad;838;0;2022-08
9255;32;$30,109.00;Bueno;$41,354.00;24;8.8%;$18,197.00;1;Desempleado;Auto;Soltero;Universidad;748;1;2022-07
9256;62;$53,612.00;Bueno;$31,690.00;11;9.8%;$9,008.00;5;Autónomo;Emergencia;Casado;Preparatoria;799;0;2022-09
9257;44;$35,023.00;Malo;$33,862.00;31;13.4%;$36,511.00;5;Autónomo;Emergencia;Casado;Universidad;512;1;2022-03
9258;23;$88,379.00;Bueno;$48,499.00;29;11.7%;$9,313.00;4;Empleado;Auto;Soltero;Doctorado;658;0;2022-02
9259;18;$40,394.00;Malo;$1,388.00;19;12.2%;$42,813.00;5;Autónomo;Educación;Casado;Maestría;634;0;2022-07
9260;48;$41,345.00;Malo;$4,973.00;30;11.3%;$23,688.00;5;Empleado;Auto;Casado;Universidad;538;0;2022-12
9261;48;$36,482.00;Malo;$41,719.00;7;11.6%;$18,014.00;1;Autónomo;Auto;Casado;Doctorado;567;0;2022-05
9262;35;$75,941.00;Malo;$47,707.00;6;8.2%;$11,801.00;0;Desempleado;Vivienda;Casado;Maestría;689;0;2022-08
9263;35;$91,704.00;Malo;$2,495.00;20;9.4%;$10,683.00;3;Autónomo;Otros;Soltero;Preparatoria;624;0;2022-08
9264;57;$93,955.00;Bueno;$6,381.00;6;11.5%;$47,307.00;5;Autónomo;Vivienda;Casado;Doctorado;570;0;2022-01
9265;26;$66,684.00;Malo;$5,089.00;17;9.1%;$8,537.00;3;Autónomo;Vivienda;Soltero;Universidad;628;0;2023-01
9266;55;$40,383.00;Bueno;$28,496.00;11;9.6%;$17,946.00;0;Desempleado;Emergencia;Casado;Universidad;500;0;2022-12
9267;60;$71,220.00;Regular;$16,850.00;20;6.0%;$20,698.00;1;Empleado;Vivienda;Divorciado;Doctorado;644;1;2022-12
9268;38;$22,339.00;Bueno;$5,876.00;11;9.4%;$6,091.00;0;Autónomo;Emergencia;Soltero;Preparatoria;803;0;2022-12
9269;44;$53,832.00;Bueno;$32,023.00;32;6.7%;$25,139.00;2;Desempleado;Educación;Divorciado;Universidad;774;0;2022-09
9270;63;$70,405.00;Regular;$4,126.00;31;11.3%;$30,543.00;5;Desempleado;Emergencia;Casado;Doctorado;664;0;2022-09
9271;31;$61,573.00;Malo;$28,285.00;16;11.9%;$38,655.00;0;Empleado;Emergencia;Casado;Maestría;548;0;2022-07
9272;51;$53,197.00;Malo;$48,050.00;24;8.1%;$7,504.00;4;Autónomo;Emergencia;Divorciado;Universidad;778;1;2022-11
9273;43;$23,215.00;Malo;$7,036.00;32;6.9%;$36,021.00;4;Empleado;Emergencia;Divorciado;Doctorado;798;0;2022-06
9274;60;$66,754.00;Malo;$33,185.00;7;15.0%;$25,081.00;1;Autónomo;Otros;Divorciado;Preparatoria;844;1;2022-05
9275;37;$60,822.00;Bueno;$12,282.00;22;11.6%;$32,986.00;3;Empleado;Vivienda;Soltero;Doctorado;692;1;2022-04
9276;41;$30,823.00;Malo;$13,511.00;13;13.9%;$6,979.00;3;Desempleado;Auto;Divorciado;Preparatoria;596;0;2022-09
9277;47;$28,318.00;Bueno;$5,734.00;34;14.0%;$18,195.00;5;Empleado;Vivienda;Divorciado;Preparatoria;621;1;2022-12
9278;36;$49,824.00;Malo;$14,857.00;30;14.6%;$18,962.00;0;Desempleado;Auto;Divorciado;Maestría;800;0;2022-11
9279;32;$57,075.00;Regular;$29,554.00;20;10.7%;$8,157.00;1;Empleado;Educación;Divorciado;Preparatoria;613;1;2022-08
9280;32;$68,984.00;Bueno;$47,985.00;31;8.1%;$40,817.00;2;Autónomo;Auto;Soltero;Maestría;656;1;2022-11
9281;63;$96,105.00;Regular;$38,077.00;28;10.5%;$25,499.00;3;Autónomo;Otros;Soltero;Maestría;605;1;2022-12
9282;42;$43,803.00;Regular;$29,868.00;10;13.0%;$4,023.00;5;Autónomo;Auto;Divorciado;Universidad;849;1;2022-06
9283;65;$28,529.00;Malo;$28,162.00;29;9.1%;$22,515.00;5;Autónomo;Auto;Casado;Universidad;603;0;2022-09
9284;56;$50,997.00;Bueno;$21,192.00;20;9.5%;$3,232.00;2;Autónomo;Otros;Casado;Preparatoria;536;0;2022-01
9285;62;$39,437.00;Bueno;$4,405.00;9;14.7%;$46,315.00;2;Empleado;Auto;Divorciado;Maestría;813;0;2022-08
9286;24;$20,742.00;Malo;$33,497.00;14;14.8%;$6,995.00;5;Autónomo;Vivienda;Soltero;Preparatoria;814;0;2022-09
9287;57;$47,799.00;Malo;$23,998.00;36;8.1%;$20,061.00;1;Desempleado;Otros;Divorciado;Preparatoria;696;0;2022-06
9288;46;$21,893.00;Regular;$19,752.00;32;14.9%;$11,394.00;0;Autónomo;Vivienda;Divorciado;Preparatoria;692;0;2022-11
9289;52;$20,562.00;Bueno;$27,195.00;10;12.8%;$2,547.00;1;Empleado;Otros;Divorciado;Universidad;650;1;2022-05
9290;18;$75,139.00;Bueno;$34,343.00;16;13.7%;$38,478.00;5;Empleado;Otros;Divorciado;Doctorado;657;1;2022-03
9291;39;$83,640.00;Malo;$15,717.00;33;11.2%;$41,355.00;3;Empleado;Vivienda;Divorciado;Universidad;649;1;2022-07
9292;33;$87,492.00;Bueno;$6,402.00;16;13.2%;$12,178.00;3;Autónomo;Emergencia;Divorciado;Universidad;625;1;2022-11
9293;61;$56,092.00;Malo;$10,777.00;25;13.1%;$10,907.00;5;Autónomo;Vivienda;Casado;Maestría;704;0;2022-02
9294;61;$94,330.00;Regular;$6,417.00;27;11.1%;$35,292.00;2;Desempleado;Auto;Soltero;Doctorado;842;0;2022-07
9295;35;$92,139.00;Malo;$17,974.00;14;13.7%;$8,382.00;1;Desempleado;Vivienda;Casado;Universidad;561;1;2022-11
9296;31;$65,778.00;Malo;$17,166.00;25;10.5%;$18,770.00;1;Empleado;Auto;Casado;Preparatoria;584;0;2022-10
9297;42;$74,875.00;Bueno;$18,870.00;31;9.6%;$37,549.00;0;Desempleado;Otros;Divorciado;Doctorado;746;1;2022-10
9298;26;$89,293.00;Regular;$23,604.00;34;14.7%;$31,604.00;0;Autónomo;Emergencia;Divorciado;Universidad;761;1;2022-10
9299;57;$33,353.00;Bueno;$45,266.00;25;9.5%;$36,291.00;2;Desempleado;Emergencia;Divorciado;Doctorado;784;0;2022-09
9300;65;$35,201.00;Malo;$5,518.00;30;13.9%;$22,848.00;5;Autónomo;Otros;Soltero;Doctorado;839;0;2022-03
9301;36;$76,596.00;Malo;$22,004.00;35;14.5%;$5,375.00;5;Desempleado;Emergencia;Divorciado;Doctorado;577;0;2022-11
9302;28;$35,530.00;Malo;$9,166.00;9;7.7%;$28,227.00;0;Autónomo;Otros;Divorciado;Universidad;587;0;2022-02
9303;36;$45,577.00;Regular;$41,885.00;20;11.8%;$26,146.00;1;Empleado;Vivienda;Divorciado;Preparatoria;813;1;2022-06
9304;38;$96,787.00;Bueno;$30,518.00;29;10.3%;$38,144.00;1;Autónomo;Otros;Casado;Doctorado;829;0;2022-04
9305;60;$66,615.00;Bueno;$45,793.00;22;5.1%;$13,923.00;3;Autónomo;Auto;Casado;Universidad;781;1;2022-03
9306;19;$70,429.00;Malo;$11,281.00;22;13.8%;$49,426.00;1;Empleado;Emergencia;Divorciado;Preparatoria;703;1;2022-07
9307;57;$87,809.00;Regular;$18,692.00;18;7.9%;$16,677.00;1;Autónomo;Emergencia;Soltero;Doctorado;716;1;2022-05
9308;44;$81,886.00;Malo;$24,916.00;31;9.6%;$24,612.00;5;Desempleado;Auto;Divorciado;Universidad;675;0;2022-11
9309;29;$90,878.00;Regular;$23,093.00;8;12.9%;$20,040.00;1;Desempleado;Educación;Casado;Doctorado;693;1;2022-10
9310;25;$39,898.00;Regular;$1,359.00;29;14.1%;$803.00;5;Desempleado;Otros;Soltero;Preparatoria;685;0;2022-08
9311;45;$94,374.00;Bueno;$8,221.00;10;5.3%;$36,732.00;3;Desempleado;Educación;Casado;Universidad;749;1;2022-03
9312;52;$49,859.00;Bueno;$5,802.00;9;11.0%;$5,170.00;5;Autónomo;Vivienda;Casado;Doctorado;587;1;2022-11
9313;39;$27,007.00;Regular;$23,806.00;25;8.1%;$6,605.00;1;Autónomo;Vivienda;Casado;Maestría;762;1;2022-10
9314;40;$83,981.00;Malo;$48,883.00;8;9.0%;$49,751.00;5;Desempleado;Vivienda;Casado;Maestría;576;1;2022-06
9315;25;$60,449.00;Bueno;$48,215.00;12;9.3%;$38,148.00;1;Desempleado;Educación;Divorciado;Universidad;834;0;2022-12
9316;27;$31,823.00;Regular;$29,568.00;25;5.0%;$46,738.00;3;Autónomo;Emergencia;Soltero;Doctorado;538;1;2022-01
9317;60;$25,983.00;Regular;$31,176.00;23;10.7%;$22,824.00;4;Autónomo;Auto;Casado;Maestría;738;0;2022-11
9318;18;$93,110.00;Regular;$24,116.00;35;6.5%;$13,700.00;3;Autónomo;Auto;Soltero;Doctorado;754;0;2022-07
9319;32;$40,731.00;Malo;$43,281.00;27;5.6%;$18,237.00;1;Autónomo;Emergencia;Casado;Doctorado;818;0;2022-01
9320;41;$80,190.00;Regular;$41,279.00;30;11.1%;$43,144.00;5;Empleado;Educación;Soltero;Universidad;515;1;2022-02
9321;44;$75,919.00;Regular;$21,450.00;18;7.6%;$14,913.00;3;Empleado;Otros;Divorciado;Maestría;564;1;2022-07
9322;55;$38,273.00;Malo;$13,831.00;9;11.4%;$37,210.00;5;Empleado;Auto;Divorciado;Maestría;814;0;2022-12
9323;24;$91,034.00;Malo;$14,043.00;26;8.0%;$32,571.00;4;Desempleado;Educación;Soltero;Preparatoria;782;1;2022-11
9324;40;$35,607.00;Malo;$35,406.00;11;8.5%;$19,827.00;4;Desempleado;Educación;Soltero;Preparatoria;640;0;2022-08
9325;43;$55,704.00;Regular;$48,457.00;6;14.1%;$6,166.00;3;Autónomo;Auto;Casado;Universidad;720;1;2022-04
9326;45;$32,888.00;Bueno;$8,438.00;22;12.0%;$46,328.00;5;Desempleado;Educación;Divorciado;Doctorado;624;1;2022-09
9327;61;$53,564.00;Regular;$37,057.00;15;6.8%;$48,068.00;2;Desempleado;Emergencia;Divorciado;Maestría;753;1;2022-01
9328;49;$38,429.00;Malo;$30,122.00;13;5.1%;$23,415.00;5;Empleado;Otros;Divorciado;Maestría;506;1;2022-10
9329;57;$45,412.00;Regular;$27,766.00;30;6.9%;$24,596.00;1;Autónomo;Vivienda;Casado;Preparatoria;534;0;2022-06
9330;26;$73,248.00;Malo;$24,565.00;21;7.0%;$27,585.00;0;Empleado;Educación;Divorciado;Universidad;769;1;2022-01
9331;49;$40,220.00;Malo;$15,675.00;24;11.9%;$36,030.00;3;Desempleado;Auto;Divorciado;Doctorado;511;1;2022-01
9332;45;$68,550.00;Regular;$48,253.00;29;11.5%;$31,225.00;1;Desempleado;Educación;Casado;Maestría;505;0;2022-07
9333;25;$43,059.00;Malo;$27,232.00;20;6.8%;$47,572.00;1;Autónomo;Emergencia;Casado;Preparatoria;523;0;2022-10
9334;60;$77,163.00;Bueno;$43,923.00;14;5.8%;$49,856.00;4;Autónomo;Educación;Casado;Maestría;615;0;2022-09
9335;62;$51,333.00;Malo;$23,090.00;23;9.6%;$44,504.00;0;Desempleado;Emergencia;Casado;Doctorado;654;1;2022-06
9336;32;$72,774.00;Bueno;$18,730.00;36;13.6%;$29,505.00;1;Autónomo;Educación;Soltero;Preparatoria;749;1;2022-07
9337;40;$89,786.00;Malo;$27,922.00;19;7.2%;$35,849.00;4;Desempleado;Educación;Casado;Preparatoria;595;0;2022-08
9338;36;$92,077.00;Bueno;$35,459.00;25;9.2%;$16,445.00;5;Autónomo;Otros;Casado;Maestría;734;1;2022-04
9339;61;$98,298.00;Regular;$2,446.00;7;7.4%;$20,694.00;2;Autónomo;Auto;Divorciado;Universidad;656;1;2022-06
9340;62;$26,842.00;Regular;$7,948.00;27;12.4%;$20,644.00;2;Desempleado;Emergencia;Soltero;Preparatoria;642;1;2022-03
9341;42;$37,990.00;Regular;$23,646.00;15;10.7%;$30,997.00;0;Desempleado;Emergencia;Soltero;Universidad;643;0;2022-10
9342;33;$65,213.00;Malo;$40,407.00;22;6.7%;$27,042.00;2;Desempleado;Educación;Soltero;Preparatoria;710;0;2022-11
9343;27;$78,384.00;Malo;$43,361.00;31;8.6%;$15,381.00;1;Autónomo;Vivienda;Casado;Universidad;514;1;2022-08
9344;65;$45,729.00;Bueno;$47,858.00;25;7.6%;$37,045.00;2;Empleado;Auto;Divorciado;Maestría;611;1;2022-07
9345;25;$62,314.00;Regular;$16,886.00;8;6.8%;$36,073.00;4;Desempleado;Emergencia;Divorciado;Preparatoria;575;1;2022-04
9346;47;$95,400.00;Regular;$35,889.00;32;11.0%;$43,702.00;4;Empleado;Auto;Soltero;Maestría;540;0;2022-12
9347;36;$98,040.00;Malo;$11,393.00;7;9.0%;$2,905.00;1;Autónomo;Vivienda;Divorciado;Preparatoria;649;0;2022-05
9348;60;$34,172.00;Regular;$43,263.00;29;6.5%;$40,146.00;4;Empleado;Vivienda;Soltero;Preparatoria;538;0;2022-06
9349;28;$91,431.00;Bueno;$6,752.00;19;12.3%;$13,151.00;5;Autónomo;Otros;Casado;Universidad;564;1;2022-11
9350;61;$66,820.00;Bueno;$20,381.00;17;5.6%;$5,752.00;5;Autónomo;Vivienda;Casado;Preparatoria;531;0;2022-01
9351;28;$76,457.00;Malo;$5,223.00;22;11.5%;$21,471.00;3;Empleado;Auto;Casado;Universidad;785;1;2022-01
